66033 silly lifecycle boom@2.10.1~preinstall: no script for preinstall, continuing
67625 silly build basic-auth@1.0.4
67626 info linkStuff basic-auth@1.0.4
67627 silly linkStuff basic-auth@1.0.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67628 verbose linkBins basic-auth@1.0.4
67629 verbose linkMans basic-auth@1.0.4
67630 silly build big.js@3.1.3
67631 info linkStuff big.js@3.1.3
67632 silly linkStuff big.js@3.1.3 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67633 verbose linkBins big.js@3.1.3
67634 verbose linkMans big.js@3.1.3
67635 silly build binary-extensions@1.7.0
67636 info linkStuff binary-extensions@1.7.0
67637 silly linkStuff binary-extensions@1.7.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67638 verbose linkBins binary-extensions@1.7.0
67639 verbose linkMans binary-extensions@1.7.0
67640 silly build bowser@1.5.0
67641 info linkStuff bowser@1.5.0
67642 silly linkStuff bowser@1.5.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67643 verbose linkBins bowser@1.5.0
67644 verbose linkMans bowser@1.5.0
67645 silly build buffer-shims@1.0.0
67646 info linkStuff buffer-shims@1.0.0
67647 silly linkStuff buffer-shims@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67648 verbose linkBins buffer-shims@1.0.0
67649 verbose linkMans buffer-shims@1.0.0
67650 silly build isarray@1.0.0
67651 info linkStuff isarray@1.0.0
67652 silly linkStuff isarray@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules/buffer/node_modules as its parent node_modules
67653 verbose linkBins isarray@1.0.0
67654 verbose linkMans isarray@1.0.0
67655 silly build builtin-modules@1.1.1
67656 info linkStuff builtin-modules@1.1.1
67657 silly linkStuff builtin-modules@1.1.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67658 verbose linkBins builtin-modules@1.1.1
67659 verbose linkMans builtin-modules@1.1.1
67660 silly build bytes@2.4.0
67661 info linkStuff bytes@2.4.0
67662 silly linkStuff bytes@2.4.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67663 verbose linkBins bytes@2.4.0
67664 verbose linkMans bytes@2.4.0
67665 silly build camelcase@1.2.1
67666 info linkStuff camelcase@1.2.1
67667 silly linkStuff camelcase@1.2.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67668 verbose linkBins camelcase@1.2.1
67669 verbose linkMans camelcase@1.2.1
67670 silly build caniuse-db@1.0.30000590
67671 info linkStuff caniuse-db@1.0.30000590
67672 silly linkStuff caniuse-db@1.0.30000590 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67673 verbose linkBins caniuse-db@1.0.30000590
67674 verbose linkMans caniuse-db@1.0.30000590
67675 silly build browserslist@1.4.0
67676 info linkStuff browserslist@1.4.0
67677 silly linkStuff browserslist@1.4.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67678 verbose linkBins browserslist@1.4.0
67679 verbose linkBins [ { browserslist: './cli.js' },
67679 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
67679 verbose linkBins   false ]
67680 verbose linkMans browserslist@1.4.0
67681 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/browserslist is being purged
67682 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/browserslist
67683 silly build change-emitter@0.1.2
67684 info linkStuff change-emitter@0.1.2
67685 silly linkStuff change-emitter@0.1.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67686 verbose linkBins change-emitter@0.1.2
67687 verbose linkMans change-emitter@0.1.2
67688 silly build wordwrap@0.0.2
67689 info linkStuff wordwrap@0.0.2
67690 silly linkStuff wordwrap@0.0.2 has /Users/dailenspencer/Projects/Herena/node_modules/cliui/node_modules as its parent node_modules
67691 verbose linkBins wordwrap@0.0.2
67692 verbose linkMans wordwrap@0.0.2
67693 silly build clone@1.0.2
67694 info linkStuff clone@1.0.2
67695 silly linkStuff clone@1.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67696 verbose linkBins clone@1.0.2
67697 verbose linkMans clone@1.0.2
67698 silly build code-point-at@1.1.0
67699 info linkStuff code-point-at@1.1.0
67700 silly linkStuff code-point-at@1.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67701 verbose linkBins code-point-at@1.1.0
67702 verbose linkMans code-point-at@1.1.0
67703 silly build color-name@1.1.1
67704 info linkStuff color-name@1.1.1
67705 silly linkStuff color-name@1.1.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67706 verbose linkBins color-name@1.1.1
67707 verbose linkMans color-name@1.1.1
67708 silly build color-convert@1.8.2
67709 info linkStuff color-convert@1.8.2
67710 silly linkStuff color-convert@1.8.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67711 verbose linkBins color-convert@1.8.2
67712 verbose linkMans color-convert@1.8.2
67713 silly build color-string@0.3.0
67714 info linkStuff color-string@0.3.0
67715 silly linkStuff color-string@0.3.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67716 verbose linkBins color-string@0.3.0
67717 verbose linkMans color-string@0.3.0
67718 silly build color@0.11.4
67719 info linkStuff color@0.11.4
67720 silly linkStuff color@0.11.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67721 verbose linkBins color@0.11.4
67722 verbose linkMans color@0.11.4
67723 silly build colors@1.1.2
67724 info linkStuff colors@1.1.2
67725 silly linkStuff colors@1.1.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67726 verbose linkBins colors@1.1.2
67727 verbose linkMans colors@1.1.2
67728 silly build commondir@1.0.1
67729 info linkStuff commondir@1.0.1
67730 silly linkStuff commondir@1.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67731 verbose linkBins commondir@1.0.1
67732 verbose linkMans commondir@1.0.1
67733 silly build concat-map@0.0.1
67734 info linkStuff concat-map@0.0.1
67735 silly linkStuff concat-map@0.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67736 verbose linkBins concat-map@0.0.1
67737 verbose linkMans concat-map@0.0.1
67738 silly build brace-expansion@1.1.6
67739 info linkStuff brace-expansion@1.1.6
67740 silly linkStuff brace-expansion@1.1.6 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67741 verbose linkBins brace-expansion@1.1.6
67742 verbose linkMans brace-expansion@1.1.6
67743 silly build isarray@1.0.0
67744 info linkStuff isarray@1.0.0
67745 silly linkStuff isarray@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules/concat-stream/node_modules as its parent node_modules
67746 verbose linkBins isarray@1.0.0
67747 verbose linkMans isarray@1.0.0
67748 silly build constants-browserify@0.0.1
67749 info linkStuff constants-browserify@0.0.1
67750 silly linkStuff constants-browserify@0.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67751 verbose linkBins constants-browserify@0.0.1
67752 verbose linkMans constants-browserify@0.0.1
67753 silly build content-disposition@0.5.1
67754 info linkStuff content-disposition@0.5.1
67755 silly linkStuff content-disposition@0.5.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67756 verbose linkBins content-disposition@0.5.1
67757 verbose linkMans content-disposition@0.5.1
67758 silly build content-type@1.0.2
67759 info linkStuff content-type@1.0.2
67760 silly linkStuff content-type@1.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67761 verbose linkBins content-type@1.0.2
67762 verbose linkMans content-type@1.0.2
67763 silly build convert-source-map@1.3.0
67764 info linkStuff convert-source-map@1.3.0
67765 silly linkStuff convert-source-map@1.3.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67766 verbose linkBins convert-source-map@1.3.0
67767 verbose linkMans convert-source-map@1.3.0
67768 silly build cookie@0.3.1
67769 info linkStuff cookie@0.3.1
67770 silly linkStuff cookie@0.3.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67771 verbose linkBins cookie@0.3.1
67772 verbose linkMans cookie@0.3.1
67773 silly build cookie-signature@1.0.6
67774 info linkStuff cookie-signature@1.0.6
67775 silly linkStuff cookie-signature@1.0.6 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67776 verbose linkBins cookie-signature@1.0.6
67777 verbose linkMans cookie-signature@1.0.6
67778 silly build core-js@2.4.1
67779 info linkStuff core-js@2.4.1
67780 silly linkStuff core-js@2.4.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67781 verbose linkBins core-js@2.4.1
67782 verbose linkMans core-js@2.4.1
67783 silly build core-util-is@1.0.2
67784 info linkStuff core-util-is@1.0.2
67785 silly linkStuff core-util-is@1.0.2 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67786 verbose linkBins core-util-is@1.0.2
67787 verbose linkMans core-util-is@1.0.2
67788 silly build css-color-names@0.0.4
67789 info linkStuff css-color-names@0.0.4
67790 silly linkStuff css-color-names@0.0.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67791 verbose linkBins css-color-names@0.0.4
67792 verbose linkMans css-color-names@0.0.4
67793 silly build cssesc@0.1.0
67794 info linkStuff cssesc@0.1.0
67795 silly linkStuff cssesc@0.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67796 verbose linkBins cssesc@0.1.0
67797 verbose linkBins [ { cssesc: 'bin/cssesc' },
67797 verbose linkBins   '/Users/dailenspencer/Projects/Herena/node_modules/.bin',
67797 verbose linkBins   false ]
67798 verbose linkMans cssesc@0.1.0
67799 silly gentlyRm /Users/dailenspencer/Projects/Herena/node_modules/.bin/cssesc is being purged
67800 verbose gentlyRm don't care about contents; nuking /Users/dailenspencer/Projects/Herena/node_modules/.bin/cssesc
67801 silly build date-now@0.1.4
67802 info linkStuff date-now@0.1.4
67803 silly linkStuff date-now@0.1.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67804 verbose linkBins date-now@0.1.4
67805 verbose linkMans date-now@0.1.4
67806 silly build console-browserify@1.1.0
67807 info linkStuff console-browserify@1.1.0
67808 silly linkStuff console-browserify@1.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67809 verbose linkBins console-browserify@1.1.0
67810 verbose linkMans console-browserify@1.1.0
67811 silly build decamelize@1.2.0
67812 info linkStuff decamelize@1.2.0
67813 silly linkStuff decamelize@1.2.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67814 verbose linkBins decamelize@1.2.0
67815 verbose linkMans decamelize@1.2.0
67816 silly build deep-equal@1.0.1
67817 info linkStuff deep-equal@1.0.1
67818 silly linkStuff deep-equal@1.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67819 verbose linkBins deep-equal@1.0.1
67820 verbose linkMans deep-equal@1.0.1
67821 silly build deep-extend@0.4.1
67822 info linkStuff deep-extend@0.4.1
67823 silly linkStuff deep-extend@0.4.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67824 verbose linkBins deep-extend@0.4.1
67825 verbose linkMans deep-extend@0.4.1
67826 silly build defined@1.0.0
67827 info linkStuff defined@1.0.0
67828 silly linkStuff defined@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67829 verbose linkBins defined@1.0.0
67830 verbose linkMans defined@1.0.0
67831 silly build delegates@1.0.0
67832 info linkStuff delegates@1.0.0
67833 silly linkStuff delegates@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67834 verbose linkBins delegates@1.0.0
67835 verbose linkMans delegates@1.0.0
67836 silly build depd@1.1.0
67837 info linkStuff depd@1.1.0
67838 silly linkStuff depd@1.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67839 verbose linkBins depd@1.1.0
67840 verbose linkMans depd@1.1.0
67841 silly build destroy@1.0.4
67842 info linkStuff destroy@1.0.4
67843 silly linkStuff destroy@1.0.4 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67844 verbose linkBins destroy@1.0.4
67845 verbose linkMans destroy@1.0.4
67846 silly build domain-browser@1.1.7
67847 info linkStuff domain-browser@1.1.7
67848 silly linkStuff domain-browser@1.1.7 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67849 verbose linkBins domain-browser@1.1.7
67850 verbose linkMans domain-browser@1.1.7
67851 silly build duplexer@0.1.1
67852 info linkStuff duplexer@0.1.1
67853 silly linkStuff duplexer@0.1.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67854 verbose linkBins duplexer@0.1.1
67855 verbose linkMans duplexer@0.1.1
67856 silly build isarray@1.0.0
67857 info linkStuff isarray@1.0.0
67858 silly linkStuff isarray@1.0.0 has /Users/dailenspencer/Projects/Herena/node_modules/duplexify/node_modules as its parent node_modules
67859 verbose linkBins isarray@1.0.0
67860 verbose linkMans isarray@1.0.0
67861 silly build ee-first@1.1.1
67862 info linkStuff ee-first@1.1.1
67863 silly linkStuff ee-first@1.1.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67864 verbose linkBins ee-first@1.1.1
67865 verbose linkMans ee-first@1.1.1
67866 silly build emojis-list@2.1.0
67867 info linkStuff emojis-list@2.1.0
67868 silly linkStuff emojis-list@2.1.0 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67869 verbose linkBins emojis-list@2.1.0
67870 verbose linkMans emojis-list@2.1.0
67871 silly build encodeurl@1.0.1
67872 info linkStuff encodeurl@1.0.1
67873 silly linkStuff encodeurl@1.0.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67874 verbose linkBins encodeurl@1.0.1
67875 verbose linkMans encodeurl@1.0.1
67876 silly build memory-fs@0.2.0
67877 info linkStuff memory-fs@0.2.0
67878 silly linkStuff memory-fs@0.2.0 has /Users/dailenspencer/Projects/Herena/node_modules/enhanced-resolve/node_modules as its parent node_modules
67879 verbose linkBins memory-fs@0.2.0
67880 verbose linkMans memory-fs@0.2.0
67881 silly build es6-promise@3.3.1
67882 info linkStuff es6-promise@3.3.1
67883 silly linkStuff es6-promise@3.3.1 has /Users/dailenspencer/Projects/Herena/node_modules as its parent node_modules
67884 verbose linkBins es6-promise@3.3.1
67885 verbose linkMans es6-promise@3.3.1
67886 silly build escape-html@1.0.3
67887 info linkStuff escape-html@1.0.3
